bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34
pg16381-5,0.0225,0.3752,0.0294,0.0562,0.0219,0.0305,0.0393,0.0502,0.0534,0.0003,0.0023,0.0109,0.0068,0.1030,-0.0873,0.0365,0.6486,0.1622,0.1892,0.7172,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.2862,0.3158,0.0000
pg44375-6,0.0232,0.2850,0.0280,0.0666,0.0299,0.0257,0.0255,0.0699,0.0349,0.0031,0.0130,0.0053,0.0049,0.1168,0.0342,0.0335,0.3846,0.2692,0.3462,0.6347,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.3806,0.2105,0.0000
pg16381-8,0.0300,0.3040,0.2282,0.0752,0.0225,0.0288,0.0295,0.0537,0.0621,0.0006,0.0020,0.0065,0.0117,0.0923,-0.1326,0.0562,0.6486,0.1081,0.2432,0.7131,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.3590,0.6579,0.0000
pg44375-3,0.0284,0.1949,0.0379,0.0804,0.0304,0.0274,0.0240,0.0682,0.0388,0.0030,0.0138,0.0029,0.0065,0.1119,-0.0176,0.0504,0.4231,0.2308,0.3462,0.6517,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.5143,0.2368,0.0000
pg16381-7,0.0228,0.3883,0.0586,0.0616,0.0203,0.0326,0.0354,0.0481,0.0547,0.0008,0.0028,0.0063,0.0077,0.0934,-0.0933,0.0398,0.5676,0.2703,0.1622,0.7330,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.3116,0.4211,0.0000
pg44375-4,0.0296,0.2410,0.0351,0.0611,0.0273,0.0265,0.0264,0.0696,0.0416,0.0020,0.0112,0.0032,0.0093,0.1124,-0.0551,0.0462,0.4615,0.1538,0.3846,0.6596,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.4080,0.2105,0.0000
pg44375-9,0.0250,0.4027,0.0707,0.0615,0.0320,0.0272,0.0271,0.0725,0.0372,0.0027,0.0111,0.0036,0.0070,0.1170,-0.0047,0.0293,0.3846,0.1923,0.4231,0.6096,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.3014,0.3421,0.0000
pg16381-9,0.0288,0.1626,0.3163,0.0781,0.0234,0.0267,0.0256,0.0555,0.0583,0.0006,0.0024,0.0101,0.0160,0.0942,-0.1308,0.0537,0.6216,0.1351,0.2432,0.7711,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.3406,0.5789,0.0000
pg44375-7,0.0245,0.2592,0.0094,0.0784,0.0281,0.0246,0.0237,0.0693,0.0373,0.0030,0.0120,0.0057,0.0047,0.1137,-0.0010,0.0412,0.3846,0.2308,0.3846,0.6182,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.4366,0.2895,0.0000
pg44375-8,0.0234,0.3253,0.0398,0.0474,0.0230,0.0267,0.0317,0.0806,0.0294,0.0025,0.0103,0.0039,0.0078,0.1290,0.0660,0.0311,0.6538,0.1538,0.1923,0.5589,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.3811,0.2105,0.0000
pg15864-4,0.0152,0.3594,0.2059,0.0729,0.0281,0.0304,0.0346,0.0636,0.0363,0.0005,0.0072,0.0042,0.0057,0.1101,0.0446,0.0280,0.3478,0.2174,0.4348,0.6538,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.2913,0.3158,0.0000
pg4327-1,0.0094,0.4685,0.1352,0.0465,0.0282,0.0340,0.0420,0.0602,0.0264,0.0019,0.0079,0.0126,0.0045,0.1246,0.1514,0.0158,0.3333,0.1667,0.5000,0.6022,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1503,0.1579,0.0000
pg15864-5,0.0140,0.4016,0.2204,0.0654,0.0240,0.0320,0.0370,0.0626,0.0361,0.0003,0.0059,0.0042,0.0060,0.1100,0.0270,0.0156,0.5000,0.2083,0.2917,0.6760,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.1415,0.3158,0.0000
pg15864-2,0.0160,0.3196,0.2361,0.0550,0.0276,0.0328,0.0373,0.0676,0.0336,0.0004,0.0061,0.0071,0.0039,0.1185,0.0782,0.0226,0.2500,0.2917,0.4583,0.6389,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.2342,0.2632,0.0000
pg16720-9,0.0115,0.3420,0.2280,0.0687,0.0348,0.0302,0.0509,0.0592,0.0321,0.0003,0.0080,0.0076,0.0037,0.1260,0.0748,0.0200,0.4167,0.2083,0.3750,0.6922,-0.0339,-0.3112,-0.0072,-0.0073,-0.0065,0.0114,-0.0053,-0.0047,0.0103,-0.0054,0.0088,0.0060,0.2559,0.2895,0.0000
pg15864-3,0.0190,0.3150,0.1892,0.0721,0.0241,0.0272,0.0363,0.0687,0.0359,0.0002,0.0076,0.0028,0.0085,0.1156,0.0092,0.0329,0.3750,0.2500,0.3750,0.6806,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.3157,0.3684,0.0000
pg16720-8,0.0142,0.3759,0.1469,0.0507,0.0371,0.0293,0.0517,0.0730,0.0248,0.0012,0.0073,0.0071,0.0037,0.1403,0.1810,0.0172,0.3750,0.2500,0.3750,0.6404,-0.0339,-0.3112,-0.0072,-0.0073,-0.0065,0.0114,-0.0053,-0.0047,0.0103,-0.0054,0.0088,0.0060,0.2541,0.2105,0.0000
pg15864-8,0.0147,0.3235,0.1363,0.0605,0.0239,0.0331,0.0357,0.0656,0.0365,0.0005,0.0065,0.0045,0.0070,0.1128,0.0209,0.0192,0.4583,0.1250,0.4167,0.6997,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.1689,0.1842,0.0000
pg16381-2,0.0219,0.3692,0.1055,0.0663,0.0228,0.0308,0.0340,0.0450,0.0546,0.0003,0.0016,0.0114,0.0059,0.0923,-0.0843,0.0345,0.4865,0.1351,0.3784,0.7447,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.2759,0.3684,0.0000
pg16720-7,0.0112,0.6284,0.0511,0.0607,0.0273,0.0326,0.0407,0.0559,0.0383,0.0001,0.0032,0.0072,0.0044,0.1071,0.0092,0.0147,0.5000,0.1667,0.3333,0.6923,-0.0339,-0.3112,-0.0072,-0.0073,-0.0065,0.0114,-0.0053,-0.0047,0.0103,-0.0054,0.0088,0.0060,0.1549,0.1842,0.0000
pg15864-9,0.0144,0.3177,0.2350,0.0662,0.0297,0.0323,0.0376,0.0655,0.0368,0.0004,0.0071,0.0038,0.0061,0.1144,0.0336,0.0162,0.2917,0.2917,0.4167,0.6670,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.1450,0.2105,0.0000
pg16381-1,0.0220,0.2937,0.2048,0.0755,0.0246,0.0297,0.0339,0.0479,0.0533,0.0001,0.0037,0.0130,0.0093,0.0986,-0.0904,0.0404,0.5135,0.2162,0.2703,0.7468,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.3066,0.3158,0.0000
pg16720-6,0.0140,0.5031,0.0302,0.0746,0.0214,0.0259,0.0324,0.0604,0.0448,0.0000,0.0014,0.0082,0.0048,0.1024,-0.0378,0.0262,0.4583,0.3333,0.2083,0.6789,-0.0339,-0.3112,-0.0072,-0.0073,-0.0065,0.0114,-0.0053,-0.0047,0.0103,-0.0054,0.0088,0.0060,0.2524,0.1842,0.0000
pg15864-6,0.0148,0.3313,0.1958,0.0699,0.0261,0.0302,0.0385,0.0663,0.0348,0.0003,0.0067,0.0057,0.0068,0.1175,0.0455,0.0222,0.3750,0.2083,0.4167,0.7005,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.2165,0.2105,0.0000
pg16381-4,0.0290,0.2672,0.2945,0.0814,0.0215,0.0267,0.0339,0.0499,0.0592,0.0007,0.0029,0.0090,0.0088,0.0964,-0.1222,0.0498,0.4595,0.1892,0.3514,0.7541,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.3380,0.4474,0.0000
pg16720-5,0.0148,0.3728,0.1430,0.0890,0.0285,0.0266,0.0293,0.0618,0.0457,0.0001,0.0011,0.0106,0.0079,0.1029,-0.0672,0.0334,0.6667,0.0417,0.2917,0.7237,-0.0339,-0.3112,-0.0072,-0.0073,-0.0065,0.0114,-0.0053,-0.0047,0.0103,-0.0054,0.0088,0.0060,0.2885,0.3421,0.0000
pg15864-7,0.0167,0.3992,0.1759,0.0576,0.0203,0.0276,0.0381,0.0651,0.0383,0.0002,0.0075,0.0056,0.0097,0.1165,-0.0149,0.0256,0.6250,0.1667,0.2083,0.7394,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.1901,0.1842,0.0000
pg16381-3,0.0293,0.3869,0.0735,0.0690,0.0194,0.0312,0.0322,0.0503,0.0590,0.0006,0.0019,0.0103,0.0090,0.0953,-0.1185,0.0496,0.7027,0.0541,0.2432,0.7343,0.0062,-0.3128,0.0054,-0.0086,-0.0052,0.0003,-0.0010,0.0137,0.0122,0.0000,-0.0114,-0.0054,0.3463,0.3158,0.0000
pg16720-4,0.0164,0.3648,0.0997,0.0865,0.0289,0.0271,0.0287,0.0597,0.0443,0.0001,0.0019,0.0083,0.0102,0.0987,-0.0529,0.0364,0.4783,0.1739,0.3478,0.7104,-0.0339,-0.3112,-0.0072,-0.0073,-0.0065,0.0114,-0.0053,-0.0047,0.0103,-0.0054,0.0088,0.0060,0.3321,0.2368,0.0000
pg14145-6,0.0163,0.2449,0.1970,0.1086,0.0249,0.0276,0.0308,0.0545,0.0611,0.0016,0.0055,0.0107,0.0110,0.1031,-0.1302,0.0306,0.6757,0.1081,0.2162,0.7933,0.0097,-0.5465,-0.0020,0.0020,-0.0055,-0.0112,0.0156,-0.0030,-0.0072,0.0001,-0.0008,0.0120,0.0669,0.2105,0.0000
pg14581-5,0.0363,0.4097,0.0742,0.0889,0.0202,0.0268,0.0273,0.0498,0.0441,0.0006,0.0062,0.0111,0.0135,0.0950,-0.0946,0.0601,0.5000,0.1563,0.3438,0.7479,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.4731,0.3158,0.0000
pg4327-9,0.0111,0.4095,0.1864,0.0591,0.0337,0.0315,0.0349,0.0501,0.0351,0.0008,0.0082,0.0066,0.0029,0.1006,0.0465,0.0236,0.6471,0.1765,0.1765,0.6006,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1976,0.2895,0.0000
pg14145-5,0.0219,0.2240,0.1920,0.1134,0.0210,0.0238,0.0239,0.0488,0.0659,0.0013,0.0046,0.0117,0.0150,0.0903,-0.1475,0.0461,0.4595,0.2703,0.2703,0.8014,0.0097,-0.5465,-0.0020,0.0020,-0.0055,-0.0112,0.0156,-0.0030,-0.0072,0.0001,-0.0008,0.0120,0.1324,0.2105,0.0000
pg14581-6,0.0263,0.3583,0.0609,0.0993,0.0288,0.0243,0.0292,0.0519,0.0365,0.0005,0.0082,0.0106,0.0164,0.1004,-0.0562,0.0460,0.7500,0.0313,0.2188,0.7856,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.4120,0.3947,0.0000
pg4327-8,0.0060,0.4355,0.1289,0.0404,0.0333,0.0283,0.0371,0.0508,0.0245,0.0010,0.0097,0.0073,0.0008,0.1059,0.2658,0.0112,0.4444,0.2222,0.3333,0.4408,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1170,0.1053,0.0000
pg14145-8,0.0158,0.3771,0.0857,0.0821,0.0229,0.0299,0.0322,0.0513,0.0591,0.0014,0.0029,0.0109,0.0147,0.0987,-0.1280,0.0292,0.5676,0.2703,0.1622,0.7437,0.0097,-0.5465,-0.0020,0.0020,-0.0055,-0.0112,0.0156,-0.0030,-0.0072,0.0001,-0.0008,0.0120,0.0703,0.1842,0.0000
pg14581-7,0.0320,0.4340,0.0282,0.0973,0.0269,0.0217,0.0280,0.0458,0.0380,0.0007,0.0070,0.0101,0.0160,0.0916,-0.0886,0.0553,0.4063,0.2188,0.3750,0.7742,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.4466,0.3421,0.0000
pg4327-7,0.0081,0.3905,0.0747,0.0472,0.0304,0.0287,0.0372,0.0545,0.0245,0.0015,0.0079,0.0100,0.0019,0.1111,0.2183,0.0198,0.3889,0.0000,0.6111,0.4962,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1707,0.1842,0.0000
pg14145-7,0.0124,0.2350,0.0824,0.0778,0.0205,0.0298,0.0361,0.0499,0.0491,0.0012,0.0061,0.0107,0.0088,0.1040,-0.0722,0.0231,0.4595,0.1622,0.3784,0.6970,0.0097,-0.5465,-0.0020,0.0020,-0.0055,-0.0112,0.0156,-0.0030,-0.0072,0.0001,-0.0008,0.0120,0.0687,0.1316,0.0000
pg14581-8,0.0275,0.3843,0.1574,0.0965,0.0344,0.0224,0.0276,0.0483,0.0375,0.0003,0.0065,0.0125,0.0135,0.0952,-0.0578,0.0419,0.5000,0.0938,0.4063,0.7428,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.3755,0.3684,0.0000
pg4327-6,0.0091,0.3374,0.1305,0.0598,0.0306,0.0297,0.0350,0.0544,0.0251,0.0008,0.0081,0.0101,0.0022,0.1084,0.2163,0.0130,0.3889,0.1667,0.4444,0.4906,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1458,0.2368,0.0000
pg14581-1,0.0208,0.4644,0.0786,0.0821,0.0260,0.0241,0.0286,0.0513,0.0371,0.0005,0.0070,0.0117,0.0095,0.0991,-0.0244,0.0330,0.3125,0.2500,0.4375,0.7239,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.3166,0.3421,0.0000
pg4327-5,0.0074,0.4422,0.1168,0.0570,0.0312,0.0302,0.0378,0.0526,0.0255,0.0009,0.0111,0.0066,0.0016,0.1090,0.2285,0.0176,0.3889,0.2778,0.3333,0.4980,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1525,0.2368,0.0000
pg14145-9,0.0143,0.2793,0.1339,0.0956,0.0254,0.0266,0.0278,0.0505,0.0568,0.0007,0.0043,0.0070,0.0107,0.0903,-0.1137,0.0336,0.5946,0.1081,0.2973,0.7995,0.0097,-0.5465,-0.0020,0.0020,-0.0055,-0.0112,0.0156,-0.0030,-0.0072,0.0001,-0.0008,0.0120,0.0850,0.1579,0.0000
pg14581-2,0.0282,0.3850,0.0632,0.0917,0.0270,0.0221,0.0254,0.0531,0.0423,0.0003,0.0061,0.0074,0.0168,0.0923,-0.0916,0.0503,0.6875,0.1250,0.1875,0.7644,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.3984,0.2895,0.0000
pg15864-1,0.0152,0.4472,0.1904,0.0591,0.0281,0.0330,0.0400,0.0710,0.0334,0.0007,0.0082,0.0070,0.0047,0.1269,0.0682,0.0203,0.1739,0.1739,0.6522,0.6802,-0.0866,-0.3530,0.0005,0.0119,0.0126,-0.0077,0.0034,0.0062,-0.0117,-0.0028,-0.0048,-0.0076,0.1615,0.2368,0.0000
pg4327-4,0.0104,0.4103,0.1377,0.0417,0.0280,0.0294,0.0327,0.0510,0.0275,0.0022,0.0090,0.0134,0.0026,0.1083,0.1305,0.0202,0.1667,0.2778,0.5556,0.5091,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1794,0.2105,0.0000
pg14581-3,0.0245,0.4213,0.0601,0.0867,0.0232,0.0259,0.0291,0.0547,0.0384,0.0002,0.0094,0.0098,0.0132,0.1032,-0.0461,0.0395,0.5000,0.0313,0.4688,0.7350,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.3659,0.4211,0.0000
pg4327-3,0.0076,0.4630,0.0868,0.0355,0.0267,0.0277,0.0379,0.0535,0.0225,0.0025,0.0090,0.0116,0.0029,0.1145,0.2777,0.0120,0.2778,0.3889,0.3333,0.4283,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1269,0.1053,0.0000
pg14581-4,0.0354,0.2972,0.0870,0.1119,0.0237,0.0184,0.0241,0.0477,0.0405,0.0002,0.0111,0.0121,0.0169,0.0952,-0.1010,0.0662,0.5625,0.0938,0.3438,0.8116,-0.1107,-0.3403,0.0098,-0.0063,-0.0053,-0.0040,0.0099,0.0087,-0.0052,-0.0083,-0.0092,0.0098,0.5077,0.5000,0.0000
pg4327-2,0.0066,0.4902,0.0647,0.0368,0.0297,0.0318,0.0379,0.0628,0.0190,0.0014,0.0114,0.0094,0.0017,0.1229,0.3958,0.0098,0.2222,0.2222,0.5556,0.4097,0.1335,0.8742,-0.0074,0.0115,-0.0039,-0.0063,-0.0079,-0.0051,0.0078,-0.0063,0.0114,0.0061,0.1142,0.0526,0.0000
pg35228-14,0.0220,0.2128,0.2167,0.0969,0.0309,0.0197,0.0257,0.0734,0.0400,0.0035,0.0062,0.0133,0.0078,0.1221,-0.0507,0.0550,0.2759,0.2759,0.4483,0.7460,-0.0201,0.2455,0.0019,0.0102,0.0113,0.0011,-0.0076,-0.0086,-0.0099,0.0059,0.0045,-0.0086,0.4935,0.1842,0.0000
pg44375-1,0.0293,0.3412,0.0475,0.0618,0.0267,0.0252,0.0214,0.0725,0.0340,0.0026,0.0127,0.0045,0.0082,0.1137,-0.0010,0.0421,0.3200,0.3200,0.3600,0.6373,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.4485,0.1579,0.0000
pg35228-13,0.0197,0.2410,0.1640,0.0805,0.0311,0.0204,0.0290,0.0819,0.0373,0.0037,0.0056,0.0113,0.0052,0.1315,-0.0010,0.0456,0.4138,0.1034,0.4828,0.7202,-0.0201,0.2455,0.0019,0.0102,0.0113,0.0011,-0.0076,-0.0086,-0.0099,0.0059,0.0045,-0.0086,0.4731,0.2105,0.0000
pg44375-2,0.0196,0.2701,0.0713,0.0576,0.0294,0.0292,0.0269,0.0739,0.0310,0.0013,0.0111,0.0057,0.0031,0.1189,0.0948,0.0227,0.5000,0.1154,0.3846,0.5357,-0.0660,0.3699,0.0122,-0.0062,-0.0074,-0.0031,-0.0099,-0.0006,0.0037,0.0147,0.0014,-0.0048,0.2978,0.1579,0.0000
pg35228-16,0.0215,0.2138,0.2657,0.0865,0.0302,0.0210,0.0269,0.0786,0.0408,0.0028,0.0055,0.0134,0.0071,0.1272,-0.0410,0.0494,0.3571,0.2857,0.3571,0.7286,-0.0201,0.2455,0.0019,0.0102,0.0113,0.0011,-0.0076,-0.0086,-0.0099,0.0059,0.0045,-0.0086,0.4449,0.2895,0.0000
pg35228-15,0.0209,0.1965,0.2108,0.0901,0.0285,0.0203,0.0280,0.0761,0.0392,0.0027,0.0058,0.0103,0.0083,0.1229,-0.0303,0.0450,0.2759,0.1034,0.6207,0.7040,-0.0201,0.2455,0.0019,0.0102,0.0113,0.0011,-0.0076,-0.0086,-0.0099,0.0059,0.0045,-0.0086,0.4260,0.2105,0.0000
pg35228-10,0.0217,0.0900,0.2745,0.0885,0.0248,0.0241,0.0282,0.0749,0.0404,0.0034,0.0041,0.0100,0.0088,0.1206,-0.0484,0.0538,0.4138,0.3448,0.2414,0.7575,-0.0201,0.2455,0.0019,0.0102,0.0113,0.0011,-0.0076,-0.0086,-0.0099,0.0059,0.0045,-0.0086,0.4935,0.2105,0.0000
pg35228-12,0.0239,0.2162,0.2461,0.0814,0.0287,0.0208,0.0248,0.0749,0.0386,0.0037,0.0043,0.0120,0.0067,0.1197,-0.0335,0.0531,0.3103,0.2069,0.4828,0.7264,-0.0201,0.2455,0.0019,0.0102,0.0113,0.0011,-0.0076,-0.0086,-0.0099,0.0059,0.0045,-0.0086,0.5059,0.1316,0.0000
pg35228-11,0.0220,0.2000,0.2016,0.0945,0.0305,0.0198,0.0273,0.0761,0.0386,0.0050,0.0054,0.0142,0.0073,0.1280,-0.0290,0.0528,0.3448,0.2414,0.4138,0.7343,-0.0201,0.2455,0.0019,0.0102,0.0113,0.0011,-0.0076,-0.0086,-0.0099,0.0059,0.0045,-0.0086,0.5030,0.1316,0.0000
pg45974-7,0.0207,0.5588,0.0000,0.0638,0.0151,0.0219,0.0384,0.0512,0.0652,0.0006,0.0019,0.0076,0.0077,0.0998,-0.1296,0.0215,0.6364,0.0455,0.3182,0.8293,-0.1268,-0.5193,0.0003,-0.0102,0.0108,-0.0048,-0.0083,0.0002,0.0063,0.0125,-0.0090,0.0024,0.1356,0.2368,0.0000
pg35993-26,0.0063,0.2500,0.0426,0.0657,0.0277,0.0255,0.0414,0.0880,0.0277,0.0026,0.0170,0.0072,0.0037,0.1562,0.1444,0.0255,0.5385,0.1538,0.3077,0.6310,0.2723,0.0272,-0.0060,0.0138,0.0079,0.0004,0.0108,-0.0005,-0.0072,-0.0067,-0.0055,-0.0070,0.1472,0.1842,0.0000
pg45974-2,0.0191,0.3920,0.0000,0.0519,0.0078,0.0262,0.0395,0.0555,0.0592,0.0003,0.0019,0.0106,0.0060,0.1078,-0.1018,0.0238,0.4091,0.2273,0.3636,0.8151,-0.1268,-0.5193,0.0003,-0.0102,0.0108,-0.0048,-0.0083,0.0002,0.0063,0.0125,-0.0090,0.0024,0.1692,0.2368,0.0000
pg35993-25,0.0035,0.3190,0.0200,0.0677,0.0323,0.0232,0.0405,0.0925,0.0216,0.0015,0.0167,0.0042,0.0034,0.1554,0.3003,0.0258,0.3077,0.4615,0.2308,0.5157,0.2723,0.0272,-0.0060,0.0138,0.0079,0.0004,0.0108,-0.0005,-0.0072,-0.0067,-0.0055,-0.0070,0.0598,0.1053,0.0000
pg45974-1,0.0205,0.3804,0.0000,0.0521,0.0123,0.0254,0.0372,0.0514,0.0581,0.0002,0.0012,0.0049,0.0034,0.0949,-0.0986,0.0304,0.7045,0.0909,0.2045,0.7846,-0.1268,-0.5193,0.0003,-0.0102,0.0108,-0.0048,-0.0083,0.0002,0.0063,0.0125,-0.0090,0.0024,0.2333,0.1842,0.0000
pg35993-24,0.0033,0.3160,0.0360,0.0702,0.0298,0.0260,0.0411,0.0927,0.0224,0.0018,0.0153,0.0041,0.0032,0.1550,0.2753,0.0265,0.2308,0.3077,0.4615,0.5626,0.2723,0.0272,-0.0060,0.0138,0.0079,0.0004,0.0108,-0.0005,-0.0072,-0.0067,-0.0055,-0.0070,0.0613,0.0789,0.0000
pg35993-23,0.0033,0.3566,0.0226,0.0784,0.0321,0.0230,0.0453,0.0848,0.0224,0.0014,0.0154,0.0041,0.0038,0.1510,0.2635,0.0215,0.3846,0.3077,0.3077,0.6016,0.2723,0.0272,-0.0060,0.0138,0.0079,0.0004,0.0108,-0.0005,-0.0072,-0.0067,-0.0055,-0.0070,0.0075,0.0000,0.0000
pg35993-22,0.0063,0.1942,0.1111,0.0782,0.0289,0.0202,0.0434,0.0863,0.0234,0.0014,0.0183,0.0048,0.0029,0.1542,0.2753,0.0385,0.4615,0.2308,0.3077,0.6262,0.2723,0.0272,-0.0060,0.0138,0.0079,0.0004,0.0108,-0.0005,-0.0072,-0.0067,-0.0055,-0.0070,0.2529,0.3947,0.0000
pg45974-6,0.0231,0.4937,0.0000,0.0582,0.0129,0.0247,0.0340,0.0538,0.0647,0.0001,0.0024,0.0072,0.0097,0.0975,-0.1373,0.0278,0.4773,0.1364,0.3864,0.8384,-0.1268,-0.5193,0.0003,-0.0102,0.0108,-0.0048,-0.0083,0.0002,0.0063,0.0125,-0.0090,0.0024,0.1799,0.2895,0.0000
pg35993-21,0.0023,0.2981,0.0638,0.0784,0.0313,0.0232,0.0437,0.0876,0.0226,0.0013,0.0152,0.0048,0.0026,0.1526,0.2705,0.0289,0.2308,0.1538,0.6154,0.6093,0.2723,0.0272,-0.0060,0.0138,0.0079,0.0004,0.0108,-0.0005,-0.0072,-0.0067,-0.0055,-0.0070,0.0532,0.1316,0.0000
pg45974-5,0.0182,0.5926,0.0013,0.0617,0.0144,0.0242,0.0356,0.0497,0.0601,0.0006,0.0015,0.0069,0.0095,0.0943,-0.1185,0.0201,0.5116,0.1395,0.3488,0.8075,-0.1268,-0.5193,0.0003,-0.0102,0.0108,-0.0048,-0.0083,0.0002,0.0063,0.0125,-0.0090,0.0024,0.1379,0.1842,0.0000
pg35993-20,0.0057,0.2488,0.0328,0.0722,0.0315,0.0215,0.0420,0.0913,0.0202,0.0033,0.0163,0.0056,0.0042,0.1585,0.3136,0.0304,0.1538,0.2308,0.6154,0.5632,0.2723,0.0272,-0.0060,0.0138,0.0079,0.0004,0.0108,-0.0005,-0.0072,-0.0067,-0.0055,-0.0070,0.0976,0.1053,0.0000
pg45974-4,0.0205,0.4917,0.0015,0.0551,0.0112,0.0200,0.0358,0.0519,0.0624,0.0004,0.0017,0.0066,0.0089,0.0964,-0.1239,0.0283,0.5000,0.1818,0.3182,0.8246,-0.1268,-0.5193,0.0003,-0.0102,0.0108,-0.0048,-0.0083,0.0002,0.0063,0.0125,-0.0090,0.0024,0.1952,0.2895,0.0000
